first_name,last_name,birth_date,phone,home_address,home_postal_code,home_city,hire_date,exit_date,sin,driver_licence,issue_date,expiry_date
Nari,Eyckelbeck,1976-07-21,395-791-5242,67 Mifflin Junction,G3M 6L7,New Westminster,2016-05-23,,728887263,884-35-0181,2021-02-19,2026-2-19
Buckie,Trulock,1962-11-21,979-582-7018,928 Clarendon Lane,P1H 6H8,Delta,2018-11-08,,334280652,664-40-8107,2018-07-25,2023-7-25
Kahlil,Fackney,1972-09-23,409-215-2431,859 Fuller Crossing,T9W 9J9,Abbotsford,2020-12-27,,773878770,501-48-3800,2021-08-30,2026-8-30
Vincent,Etchingham,1990-11-09,894-655-3586,41 Bayside Parkway,G6B 3Y2,West Vancouver,2017-03-02,,162433759,395-08-6089,2020-02-11,2025-2-11
Kirsten,Dracksford,1978-06-25,703-654-9635,90 Armistice Lane,J7X 8G7,New Westminster,2018-01-11,,780869358,450-68-8631,2019-08-19,2024-8-19
Ailyn,Olver,1999-07-19,742-561-9720,44074 Carpenter Terrace,E7H 6L7,Maple Ridge,2016-06-14,,888502620,750-42-3640,2017-12-01,2022-12-1
Kendre,Pithie,1985-08-13,891-114-4941,9003 Scoville Circle,E8C 2J6,Langley,2018-02-08,2019-12-28,157314423,452-87-7959,2019-04-16,2024-4-16
Alena,Fryer,1980-08-08,950-926-1525,8068 Carpenter Street,V0L 0T5,Surrey,2019-04-28,,995597502,384-17-1960,2020-04-13,2025-4-13
Tobi,Brownbridge,1966-04-13,454-584-5480,78 School Place,G0A 5N0,Langley,2020-03-06,,372947667,415-21-2611,2019-07-15,2024-7-15
Fonsie,Casine,1970-08-25,716-259-4569,316 Knutson Crossing,E4N 9C5,Richmond,2018-01-22,,582817689,362-19-2306,2021-06-22,2026-6-22
Nicolea,Bramah,1965-11-17,915-812-0915,00195 Barby Trail,V8K 6V0,Coquitlam,2016-07-14,,118083275,212-65-2018,2019-04-07,2024-4-7
Amerigo,Dunsmuir,1987-04-08,910-559-6575,99034 Onsgard Avenue,J8E 9C1,Burnaby,2021-04-05,,585209418,267-11-9573,2021-11-09,2026-11-9
Wilfrid,Astles,1980-04-15,129-790-7520,512 Granby Alley,R9A 9M6,Abbotsford,2017-12-21,2019-09-25,377561727,620-19-5103,2021-01-24,2026-1-24
Jasen,Laffoley-Lane,1971-09-03,829-156-4142,4826 Sugar Street,R5A 4L2,Maple Ridge,2021-10-03,,457804293,291-96-2798,2018-07-17,2023-7-17
Yurik,Cockram,1964-10-05,208-339-9566,717 Armistice Point,J1X 6B5,Abbotsford,2018-10-30,,815036388,369-62-2880,2021-02-27,2026-2-27
Jethro,Ormiston,1978-03-12,636-808-6054,07038 Debs Place,H3C 4P4,Maple Ridge,2017-12-05,,816587667,485-06-3557,2021-06-04,2026-6-4
Emelia,Ruff,1977-07-03,754-232-5706,69 Vernon Avenue,E5J 7A3,North Vancouver,2017-03-09,,129026927,699-44-9391,2020-07-20,2025-7-20
Thomas,Palfreman,1975-09-13,249-404-9138,8627 Carioca Plaza,J0G 4P5,Delta,2016-07-22,,870790564,232-21-2981,2019-11-06,2024-11-6
Ugo,Foulstone,1974-07-29,585-116-7958,61 Everett Place,E5E 2R8,Coquitlam,2017-03-05,,177870518,258-46-6377,2018-11-12,2023-11-12
Roxine,Pitkeathly,1972-02-21,716-507-3542,6 Norway Maple Crossing,P2N 1E8,Abbotsford,2021-03-11,,305372677,665-36-8712,2020-03-05,2025-3-5
Fairleigh,Knibley,1972-11-16,574-369-5902,76976 Hudson Street,N0G 5K0,Surrey,2016-07-24,,662227614,341-30-7298,2020-02-22,2025-2-22
Merrielle,Sugars,2000-09-13,914-281-5662,27 Dwight Street,L9M 0N1,Abbotsford,2017-07-06,,635721220,778-77-6228,2018-01-07,2023-1-7
Daloris,Castagneto,1992-07-03,130-357-5383,24 Linden Road,S3N 6V5,North Vancouver,2020-12-17,,568643623,850-36-0716,2019-03-14,2024-3-14
Dorita,Yeliashev,1969-12-15,839-841-0704,9 Grim Lane,J5B 2A4,Burnaby,2020-08-03,,810837796,587-59-2020,2020-11-04,2025-11-4
Giorgia,Abdey,1987-02-01,322-235-1052,8 Kenwood Park,L9S 7H4,Maple Ridge,2017-04-02,,693395207,364-84-9439,2021-04-30,2026-4-30
Samara,Thornborrow,1991-11-02,528-644-9728,245 Lunder Place,K9A 9L5,Vancouver,2018-06-08,,257759078,842-09-7550,2018-05-07,2023-5-7
Tanya,Jerrans,1990-10-16,716-273-1324,511 Cardinal Road,G8K 3H1,Richmond,2021-07-30,,286801169,487-15-7757,2020-03-08,2025-3-8
Evangelin,Antczak,1977-08-03,638-408-5880,10 7th Alley,N5V 8V1,Delta,2018-08-26,,622159610,450-62-9020,2021-01-30,2026-1-30
Gloria,Kindleside,1963-12-27,440-369-9884,7 Reindahl Way,E6H 1J8,Maple Ridge,2019-05-20,,112666945,576-85-1199,2018-12-12,2023-12-12
Kaia,MacKilroe,1965-05-19,411-425-5214,890 Myrtle Way,J2W 7H5,Richmond,2018-06-07,,283246506,306-93-1388,2021-06-13,2026-6-13
Pace,Upstone,1973-11-10,299-316-5045,701 Cottonwood Crossing,E5J 4B8,Langley,2017-12-22,,386062479,693-11-7897,2019-10-13,2024-10-13
Harwilll,Fannon,1991-12-01,319-661-2616,4 Leroy Circle,P0P 7J3,Surrey,2020-08-27,,987208976,518-65-0636,2018-07-10,2023-7-10
Rona,Toppin,1963-08-16,336-340-6203,2511 Hooker Trail,E6J 9G1,Richmond,2021-06-17,,723862270,566-47-7714,2020-07-06,2025-7-6
Evelyn,Cowans,1969-01-18,439-345-7594,5585 Bayside Center,E7H 6L7,Burnaby,2020-05-06,,750581231,498-88-4606,2021-04-07,2026-4-7
Tomasina,Rodger,1989-06-24,108-733-2344,41603 Brentwood Park,E4S 1E7,New Westminster,2019-04-28,,375375081,486-78-6024,2018-11-10,2023-11-10
Codie,Drinan,1974-01-17,755-484-7565,11766 Barby Trail,K9A 9L5,Richmond,2021-01-13,,675745713,110-07-4322,2018-12-19,2023-12-19
Rae,Broadey,1975-02-19,874-141-8134,216 7th Trail,E8T 0T9,Richmond,2017-07-29,2019-10-04,381885434,647-94-8030,2017-11-26,2022-11-26
Portie,Hattrick,1983-02-05,597-612-3373,2 Hazelcrest Terrace,J5A 6Y1,Burnaby,2019-05-12,,127407138,679-38-7964,2018-03-02,2023-3-2
Gabi,Bollom,1968-11-16,973-896-3447,888 Holmberg Hill,E8L 5S7,Burnaby,2021-08-25,,351501907,495-22-0971,2020-03-16,2025-3-16
Marney,Antonsson,1973-07-15,754-198-4425,1135 Farwell Street,E2G 5T9,Burnaby,2017-04-02,,799092354,293-68-1168,2019-09-15,2024-9-15
Giselle,Thomen,1964-05-10,520-875-5609,1 Forest Pass,P1P 9X8,North Vancouver,2019-08-21,,909544133,676-96-6228,2019-04-10,2024-4-10
Phyllida,Frankiss,1981-10-11,947-668-5494,78177 Caliangt Court,H3N 4Y2,Coquitlam,2015-11-30,,630036111,715-26-8961,2020-09-17,2025-9-17
Goldy,Twist,1999-04-17,255-716-1335,341 Stoughton Terrace,G6C 1X6,Burnaby,2015-11-23,,815809238,622-90-5451,2018-07-13,2023-7-13
Concordia,Ivashinnikov,1975-05-04,708-760-4485,1 Delaware Crossing,K1B 4B7,North Vancouver,2019-05-24,,546697087,323-74-7274,2018-10-19,2023-10-19
Skippie,Booeln,1981-10-18,544-280-5255,62331 Main Plaza,E5E 6X5,Abbotsford,2016-01-06,,398957374,612-14-4270,2020-09-08,2025-9-8
Jaquith,Horburgh,1965-03-02,401-330-4103,272 Sutteridge Hill,G4X 7L1,Richmond,2021-10-03,,615027514,815-49-9626,2020-07-29,2025-7-29
Wash,Kermeen,1978-05-24,727-474-0074,1379 Del Mar Trail,K8V 0P6,Langley,2020-03-26,,792405242,546-48-1811,2021-05-08,2026-5-8
Kalina,Phillippo,1977-05-16,417-148-6789,0352 Aberg Junction,L2A 2G8,New Westminster,2020-12-23,,558433653,464-95-8918,2021-02-19,2026-2-19
Guendolen,Pulman,1985-02-18,916-102-2953,2 Jackson Junction,E8R 1Y0,Maple Ridge,2021-04-13,,632150412,693-21-8519,2018-04-02,2023-4-2
Elena,Wooff,1991-11-03,772-378-7727,9 Cottonwood Hill,P1H 9N9,Richmond,2020-12-09,,258076849,534-38-5818,2018-09-10,2023-9-10
Kirstin,Darracott,1986-10-20,121-109-9750,42 Trailsway Crossing,J5R 7C0,Delta,2017-06-05,,395444935,471-52-6439,2020-03-01,2025-3-1
Averil,Casterou,1979-05-16,779-436-2311,72465 Jay Hill,G0Y 9B1,Delta,2021-02-09,,686617075,686-39-4472,2020-08-11,2025-8-11
Sholom,Oxenford,1993-03-18,112-674-0573,261 Messerschmidt Road,G6B 6N5,Coquitlam,2017-08-21,,507648854,221-79-2520,2018-10-29,2023-10-29
Fianna,Bravington,1971-11-02,490-906-3055,9199 Veith Place,E4M 6S0,Abbotsford,2017-02-25,2021-01-12,422051257,382-36-6375,2019-08-15,2024-8-15
Dicky,Fyrth,1983-05-17,512-367-9811,136 Stang Street,P3A 6C1,Abbotsford,2021-11-17,2019-12-23,747454350,776-09-1757,2020-03-26,2025-3-26
Arty,Higgen,1987-03-26,850-977-2990,8 Warner Pass,E4N 9C5,Richmond,2018-07-08,,531796822,483-02-4885,2018-09-12,2023-9-12
Kellyann,Trewhela,1966-07-30,235-978-9928,77224 Crownhardt Center,T1R 8X5,Burnaby,2016-07-12,,364585684,800-90-8325,2020-04-16,2025-4-16
Lenette,Longworthy,1963-06-26,366-698-3423,27 Kedzie Street,J2N 7P0,Delta,2020-02-29,,303687051,765-67-3383,2018-12-07,2023-12-7
Joete,Polkinhorn,1967-03-28,617-242-1215,36 Chinook Avenue,B1H 6X9,Richmond,2020-11-01,,941564315,481-47-8414,2021-08-15,2026-8-15
Nevile,Caughte,1961-07-27,906-880-2116,27 Namekagon Hill,P1P 2H0,New Westminster,2021-11-01,,837503935,517-09-8191,2020-12-14,2025-12-14
Jacquette,Carrington,1997-05-03,774-201-6206,496 Lake View Lane,G3M 9J3,Richmond,2019-09-15,,133471886,261-61-3204,2021-07-23,2026-7-23
Ame,Sonner,1985-06-01,283-830-8276,4844 Farmco Trail,K9V 3T7,Abbotsford,2016-02-19,2021-11-17,835202394,756-54-0366,2019-04-17,2024-4-17
Clayson,Quarlis,1981-03-02,350-966-8056,592 Buell Pass,B2C 0X4,Richmond,2017-01-17,,722352766,317-83-2512,2020-07-15,2025-7-15
Eal,Blunn,1981-01-13,549-823-9331,27 Declaration Road,K8H 0B8,Surrey,2019-12-28,2019-04-08,858015266,296-25-9002,2020-08-15,2025-8-15
Cindee,Lutty,1965-12-04,305-875-9352,88 Duke Terrace,L3M 4S5,New Westminster,2018-05-29,,662416959,350-41-0763,2019-11-01,2024-11-1
Brenda,Kinnerk,1999-05-06,941-937-6723,0 Dryden Parkway,E1J 3G0,Langley,2017-12-03,2016-12-12,193723501,320-75-0209,2019-05-04,2024-5-4
Ingunna,Huntly,1977-12-06,548-684-3386,32 Buell Street,V1E 1B7,Abbotsford,2018-07-04,,563115282,378-10-8321,2018-03-06,2023-3-6
Saunders,Threadkell,1978-01-24,768-602-7488,49526 Thackeray Pass,K7V 5B2,Vancouver,2019-06-13,,492394915,113-86-1920,2020-02-03,2025-2-3
Ingrid,Choke,1976-02-09,965-259-6851,5242 Lien Parkway,V8L 6E4,Abbotsford,2020-07-07,,356550289,324-96-1134,2019-01-18,2024-1-18
Massimiliano,Pinniger,1997-02-28,424-127-6215,9 Cherokee Trail,B2N 5M0,Vancouver,2018-04-15,2019-05-17,528822304,168-94-3700,2018-03-28,2023-3-28
Artemus,Kettlestringe,1968-06-03,154-677-4992,0608 Tennyson Road,A1N 5P9,Maple Ridge,2019-06-13,,973513906,103-43-5318,2020-12-14,2025-12-14
Devlen,Gianninotti,1968-11-26,637-294-8333,91510 Leroy Lane,P2A 7C3,West Vancouver,2021-02-12,,847832273,740-87-1228,2019-08-10,2024-8-10
Earle,Cowlard,2000-07-03,201-418-3023,7 Homewood Road,T1G 6P9,West Vancouver,2019-02-06,2019-06-24,830649182,522-66-0477,2019-06-09,2024-6-9
Eldridge,Eddowis,1994-03-30,603-431-7761,7 8th Street,J9T 6Y9,Burnaby,2018-11-14,,491972468,750-39-7484,2020-08-01,2025-8-1
Jennine,Reilingen,1976-11-16,990-634-8488,89036 Monica Lane,K8V 9L6,Vancouver,2016-08-09,,556970634,275-86-0927,2020-08-16,2025-8-16
Sal,Phayre,1992-12-21,431-924-4879,3211 Dryden Pass,G8M 1M2,Abbotsford,2019-09-29,,223304728,669-93-6964,2019-05-12,2024-5-12
Bernadina,Southcoat,1993-03-17,551-501-2073,64135 Barnett Lane,N0R 1P3,Abbotsford,2020-02-07,,131352889,357-53-3352,2019-11-25,2024-11-25
Billie,Cristofvao,1984-11-19,741-278-3739,9 Russell Crossing,P1P 1K4,Abbotsford,2017-03-24,,905248491,863-68-6571,2018-02-14,2023-2-14
Madella,Fatscher,1963-07-07,649-140-2442,629 Northwestern Crossing,P1P 9X8,Burnaby,2018-01-24,,632761001,875-84-5190,2019-10-25,2024-10-25
Janette,Brisbane,1964-03-10,651-666-7445,9415 Debra Center,E4X 0T6,Burnaby,2017-12-23,,354257308,756-09-3428,2021-07-03,2026-7-3
Nicki,Pudge,1963-05-05,423-650-9545,17866 Eastlawn Point,V0L 0T5,Abbotsford,2018-03-25,,381661837,243-24-8806,2018-10-20,2023-10-20
Corena,Patry,1962-10-01,945-196-9279,7 Jenna Circle,V9B 3G4,Delta,2016-11-24,,982721101,304-51-7071,2020-12-03,2025-12-3
Emmett,Prescot,1971-10-29,866-896-0514,560 Trailsway Place,E1X 4S3,Maple Ridge,2016-09-18,2020-09-16,244396789,801-30-1386,2021-04-11,2026-4-11
Zaccaria,Aishford,1970-07-26,431-862-1647,2360 Di Loreto Street,E5J 4B8,Maple Ridge,2016-06-03,,857591732,899-33-5643,2020-11-27,2025-11-27
Stephan,Scarce,2000-03-28,393-158-3091,121 Pond Alley,J5J 6V2,Burnaby,2018-09-01,2018-04-20,992141386,746-87-0717,2021-05-29,2026-5-29
Nannette,Sproston,1979-07-14,267-586-9707,6452 Cardinal Point,H2Y 1X3,Maple Ridge,2019-03-05,,416430863,519-59-1664,2021-03-16,2026-3-16
Isak,Ottewell,1995-08-19,910-945-1463,67268 Brown Point,B5A 5G1,Coquitlam,2019-04-20,,143604826,887-59-6753,2021-02-07,2026-2-7
Cornell,Lydford,1995-07-21,911-333-0487,9610 Mcguire Point,J1X 6A2,Vancouver,2020-05-01,,689811586,720-45-0861,2019-03-03,2024-3-3
Langston,Marrett,1976-10-23,457-498-4250,5301 Tennessee Trail,G0H 8Y5,New Westminster,2019-11-07,,730849097,477-56-5312,2020-08-20,2025-8-20
Spence,Whaymand,1973-09-30,790-976-5433,208 Browning Terrace,V9K 1Y8,Langley,2016-06-21,2019-01-14,585972239,726-68-6471,2020-11-10,2025-11-10
La verne,Lillgard,1990-07-25,628-941-9296,643 Service Pass,G7N 4T2,North Vancouver,2017-01-31,2017-11-01,828069800,556-35-0020,2018-07-11,2023-7-11
Rube,Moulding,1978-12-14,951-559-9180,0 Maple Lane,V1L 3S0,Richmond,2021-10-19,,808729872,282-62-3709,2018-05-27,2023-5-27
Marianna,Allmond,1989-02-23,268-186-2227,43000 Grayhawk Court,T9M 7T1,Richmond,2017-09-28,,638709484,568-85-6503,2018-11-24,2023-11-24
Karine,Evill,1970-03-31,848-228-9684,66785 Forster Center,L9M 0N1,West Vancouver,2021-04-08,,474075519,698-92-4844,2018-01-02,2023-1-2
Bill,Basnett,1965-11-29,878-380-5986,18 Steensland Point,J9B 2N9,Surrey,2021-03-15,,561780650,829-98-0155,2020-01-23,2025-1-23
Leonore,Lashmore,1985-07-28,461-226-9337,0 Dryden Place,E7G 6M2,Vancouver,2017-01-09,,245248990,864-29-7953,2020-11-17,2025-11-17
Terrill,Cecchi,1965-09-16,150-777-8577,7691 Oak Junction,P1H 0P6,Coquitlam,2021-02-13,,715201202,363-56-9030,2021-07-03,2026-7-3
Cathrin,Lazare,1996-11-17,601-440-1087,77284 Doe Crossing Crossing,E4M 4N3,Maple Ridge,2018-03-25,,101314391,228-27-6738,2020-03-16,2025-3-16
Kanya,Bunch,1974-02-23,535-937-9514,51314 Oakridge Trail,E8A 1B5,Vancouver,2019-09-12,2017-05-14,216964941,379-52-9178,2019-11-24,2024-11-24
Angelique,Kilbey,1970-11-08,429-177-1579,44956 Prairieview Way,A2V 1S3,Coquitlam,2021-09-29,,219334470,164-14-5023,2019-02-17,2024-2-17
Prentice,Newens,1977-09-12,918-307-8427,2998 Mockingbird Pass,N5H 0K7,Richmond,2016-12-09,,931657463,699-42-0813,2021-08-25,2026-8-25
Nyssa,Oris,1961-02-16,987-835-3974,403 Rigney Crossing,E8M 2N4,Delta,2019-02-21,,777754749,404-14-3414,2020-10-19,2025-10-19
Essy,Benting,1991-06-08,528-892-6654,1853 Meadow Ridge Lane,A1V 8E1,Richmond,2019-09-17,,996863662,138-46-2822,2019-07-26,2024-7-26
Enrichetta,Measham,1982-10-06,119-582-7566,89913 Utah Avenue,T1R 1P6,Surrey,2020-05-14,,381524816,546-85-5816,2019-04-08,2024-4-8
Bertina,Nesey,1966-06-15,864-892-0218,486 Atwood Center,E6K 6G9,Abbotsford,2016-02-27,,491155719,622-88-5318,2020-07-24,2025-7-24
Bernadette,Toombs,1985-09-19,560-631-0795,81663 Transport Hill,T1R 1P6,North Vancouver,2017-04-20,,217402627,537-39-0934,2021-01-03,2026-1-3
Koralle,Cowlas,1988-12-29,745-381-5010,8068 Westerfield Pass,L4P 1A9,Delta,2019-12-03,,180366745,117-17-0753,2020-12-04,2025-12-4
Shanta,Ludovici,2000-11-08,483-817-1633,439 Glendale Trail,G3L 1M8,Langley,2016-07-09,,597628090,895-36-2728,2019-04-13,2024-4-13
Melissa,Dall,1996-10-14,877-935-2338,5669 Di Loreto Place,G4X 8J6,West Vancouver,2018-09-26,,811378409,615-12-0104,2020-03-24,2025-3-24
Johann,Havis,1981-09-06,106-497-1968,96 Nelson Lane,E4J 4P4,Richmond,2020-06-20,,894279246,764-45-7741,2018-09-24,2023-9-24
Sylvester,Curwen,1964-03-04,246-597-9134,3 Washington Road,J0K 3N4,Richmond,2021-08-29,2020-06-02,185235787,242-91-4280,2020-10-09,2025-10-9
Bamby,Cottage,1971-04-13,882-291-1658,00 Dryden Trail,E1W 4R3,Abbotsford,2015-12-26,,698955723,449-85-8571,2020-04-19,2025-4-19
Darelle,Mounsey,1967-01-13,333-543-5730,431 Morrow Terrace,J2K 8Y6,Vancouver,2019-08-06,,450885068,807-48-4266,2021-07-02,2026-7-2
Ferdinanda,Bone,1969-06-27,591-263-7582,054 Fairview Pass,N4K 1J3,Vancouver,2017-12-25,,304483422,716-57-4906,2021-10-10,2026-10-10
Audy,Hatchett,1965-08-07,343-408-2457,34 Marcy Court,T7S 2T9,West Vancouver,2018-01-02,,564576704,309-55-3634,2021-07-08,2026-7-8
Anne,Capron,1970-08-08,846-401-3967,7318 Barnett Place,K7H 5M0,New Westminster,2017-04-14,2017-11-21,310063553,412-60-3763,2020-12-02,2025-12-2
Ferris,Penner,1968-05-18,744-448-5248,4 Main Avenue,B2G 7L3,Richmond,2019-01-10,,716073587,361-12-7547,2018-02-15,2023-2-15
